,ambition1,confidence1,patience1,kindness1,creativity1,resposibility1,optimism1,courage1,modesty1,perseverance1,ambition2,confidence2,patience2,kindness2,creativity2,resposibility2,optimism2,courage2,modesty2,perseverance2,match
824,0.55,0.5,0.65,0.39,0.09,0.29,0.34,0.16,0.18,0.65,0.22,0.38,0.48,0.21,0.58,0.2,0.3,0.14,0.95,0.24,1
825,0.31,0.51,0.67,0.51,0.65,0.21,0.07,0.87,0.66,0.89,0.02,0.19,0.68,0.16,0.08,0.34,0.75,0.34,0.99,0.12,0
826,0.78,0.08,0.05,0.62,0.62,0.01,0.56,0.59,0.07,0.01,0.75,0.37,0.18,0.54,0.41,0.0,0.99,0.64,0.64,0.98,1
827,0.86,0.65,0.05,0.33,0.57,0.35,0.52,0.66,0.22,0.38,0.69,0.09,0.41,0.18,0.91,0.11,0.09,0.82,0.78,0.47,1
828,0.88,0.9,0.61,0.28,0.35,0.73,1.0,0.88,0.84,0.7,0.49,0.76,0.28,0.03,0.36,0.22,0.47,0.05,0.06,0.77,0
829,0.58,0.0,0.2,0.98,0.8,0.25,0.7,0.67,0.99,0.56,0.16,0.71,0.07,0.51,0.88,0.87,0.36,0.36,0.89,0.01,0
830,0.98,0.69,0.8,0.27,0.73,0.36,0.59,0.93,0.04,0.22,0.37,0.77,0.39,0.02,0.3,0.23,0.03,0.18,0.57,0.74,0
831,0.87,0.43,0.29,0.26,0.25,0.7,0.62,0.01,0.76,0.28,0.23,0.69,0.99,0.85,0.79,1.0,0.17,0.82,0.83,0.77,0
832,0.44,0.05,0.24,0.0,0.72,0.82,0.72,0.1,0.13,0.95,0.36,0.59,0.98,1.0,0.08,0.18,0.22,0.97,0.49,0.23,0
833,0.96,0.09,0.94,0.46,0.35,0.48,0.95,0.13,0.34,0.14,0.52,0.65,0.09,0.62,0.09,0.98,0.57,0.12,0.44,0.87,0
834,0.44,0.99,0.65,0.5,0.38,0.12,0.45,0.24,0.85,0.31,0.37,0.45,0.2,0.17,0.54,0.22,0.08,0.51,0.85,0.66,1
835,1.0,0.33,0.9,0.17,0.72,0.57,0.78,0.03,0.63,0.34,0.78,0.79,0.3,0.13,0.62,0.27,0.61,0.1,0.71,0.54,1
836,0.66,0.12,0.91,0.8,0.83,0.26,0.1,0.25,0.28,0.13,0.22,0.61,0.73,0.28,0.74,0.25,0.02,0.83,0.92,0.05,0
837,1.0,0.64,0.87,0.15,0.8,0.4,0.63,0.78,0.45,0.11,0.79,0.26,0.74,0.57,0.33,0.59,1.0,0.12,0.52,0.45,1
838,0.79,0.71,0.46,0.58,0.34,0.55,0.12,0.13,0.53,0.08,0.43,0.83,0.75,1.0,0.72,0.06,0.28,0.8,0.38,0.63,1
839,0.93,0.46,0.62,0.86,0.33,0.82,0.29,0.58,0.63,0.71,0.93,0.93,0.37,0.41,0.69,0.44,0.63,0.61,0.44,0.97,1
840,0.8,1.0,0.64,0.53,0.98,0.97,0.05,0.59,0.67,1.0,0.73,0.74,0.18,0.74,0.23,0.66,0.57,0.13,0.29,0.28,0
841,0.94,0.18,0.18,0.64,0.46,0.48,0.33,0.37,0.62,0.25,0.87,0.49,0.15,0.92,0.12,0.11,0.16,0.48,0.83,0.21,1
842,1.0,0.83,0.1,0.15,0.59,0.3,0.52,0.06,0.83,0.1,0.26,0.97,0.98,0.96,0.55,0.3,0.26,0.63,0.99,0.27,0
843,0.79,0.08,0.72,0.96,0.6,0.65,0.14,0.92,0.3,0.89,0.63,0.57,0.63,0.96,0.68,0.51,0.67,0.12,0.81,0.34,0
844,0.47,0.49,0.5,0.87,0.12,0.42,1.0,0.37,0.97,0.34,0.33,0.26,0.23,0.45,0.14,0.04,0.34,0.74,0.47,0.6,1
845,0.71,0.0,0.52,0.63,0.73,0.71,0.04,0.68,0.8,0.39,0.66,0.4,0.18,0.37,0.4,0.47,0.19,0.18,0.65,0.67,1
846,0.78,0.36,0.6,0.46,0.37,0.73,0.73,0.88,0.88,0.26,0.3,0.61,0.93,0.53,0.63,0.4,0.46,0.26,0.86,0.86,1
847,0.91,0.81,0.84,0.03,0.69,0.64,0.44,0.65,0.28,0.1,0.72,0.23,0.87,0.02,0.12,0.49,0.13,0.56,0.14,0.77,0
848,0.77,0.29,0.71,0.05,0.81,0.56,0.1,0.78,0.03,0.8,0.77,0.63,0.33,0.41,0.8,0.75,0.34,0.09,0.47,0.48,1
849,0.43,0.57,0.91,0.45,0.86,0.91,0.57,0.54,0.05,0.87,0.24,0.56,0.02,0.84,0.76,0.82,0.14,0.57,0.51,0.69,1
850,0.01,0.05,0.77,0.76,0.97,1.0,0.47,0.25,0.04,0.5,0.0,0.52,0.46,0.11,0.93,0.73,0.76,0.58,0.93,0.96,1
851,0.84,0.29,0.67,0.04,0.76,0.42,0.47,0.38,0.41,0.51,0.58,0.81,0.23,0.38,0.16,0.85,0.65,0.76,0.13,0.77,1
852,0.54,0.91,0.75,0.41,0.37,0.2,0.2,0.35,0.86,0.6,0.49,0.25,0.55,0.79,0.95,0.2,0.3,0.34,0.76,0.82,1
853,0.21,0.21,0.97,0.11,0.14,0.11,0.82,0.16,0.97,0.5,0.03,0.12,0.61,0.12,0.55,0.95,0.75,0.3,0.13,0.58,1
854,0.75,0.21,0.1,0.68,0.27,0.0,0.76,0.28,0.51,0.05,0.45,0.16,0.54,0.67,0.93,0.91,0.16,0.53,0.86,0.48,0
855,0.74,0.73,0.23,0.99,0.71,0.44,0.93,0.85,0.03,0.82,0.19,0.19,0.07,0.42,0.87,0.4,0.01,0.35,0.31,0.19,0
856,0.21,0.46,0.04,0.26,0.07,0.13,0.35,0.81,0.92,0.35,0.05,0.8,0.72,0.0,0.21,0.61,0.2,0.62,0.52,0.58,1
857,0.88,0.7,0.66,0.83,0.82,0.49,0.05,0.2,0.97,0.38,0.63,0.33,0.72,0.46,0.36,0.45,0.03,0.68,0.86,0.46,1
858,0.83,0.82,0.57,0.99,0.67,0.0,0.44,0.5,0.89,0.64,0.29,0.81,0.69,0.68,0.4,1.0,1.0,0.62,0.12,0.01,0
859,0.64,0.84,0.2,0.84,0.04,0.69,0.59,0.22,0.7,0.86,0.27,1.0,0.5,0.63,0.84,0.02,0.13,0.88,0.62,0.58,0
860,0.7,0.23,0.86,0.3,0.91,0.04,0.83,0.39,0.95,0.24,0.43,0.71,0.02,0.71,0.16,0.03,0.35,0.75,0.71,1.0,0
861,1.0,0.37,0.08,0.74,0.07,0.51,0.7,0.41,0.65,0.95,0.39,0.38,0.86,0.02,0.4,0.98,0.22,0.38,0.06,0.85,0
862,0.86,0.26,0.66,0.9,0.62,0.92,0.2,0.03,0.92,0.92,0.24,0.78,0.63,0.9,0.54,0.2,0.83,0.48,0.49,0.77,0
863,0.35,0.39,0.6,0.34,0.21,0.39,0.36,0.53,0.3,0.41,0.14,0.89,0.37,0.22,0.17,0.36,0.14,0.86,0.94,0.66,1
864,0.99,0.91,0.18,0.42,0.96,0.87,0.01,0.3,0.48,0.8,0.75,0.73,0.36,0.61,1.0,0.03,0.45,0.39,0.87,0.54,1
865,0.96,0.1,0.62,0.32,0.21,0.12,0.76,0.42,0.26,0.45,0.45,0.18,0.64,0.77,0.82,0.77,0.06,0.89,0.17,0.03,0
866,0.78,0.24,0.77,0.11,0.28,0.53,0.04,0.64,0.69,0.47,0.78,0.77,0.75,0.15,0.96,0.21,0.5,0.71,0.38,0.61,1
867,0.99,0.06,0.53,0.72,0.49,0.18,0.66,0.2,0.15,0.7,0.66,0.04,0.29,0.61,0.27,0.95,0.05,0.81,0.06,0.97,0
868,0.71,0.52,0.86,0.65,0.47,0.86,0.93,0.21,0.44,0.43,0.0,0.9,0.78,0.03,0.29,0.5,0.83,0.46,0.53,0.15,1
869,0.38,0.66,0.55,0.91,0.25,0.56,0.3,0.98,0.43,0.32,0.37,0.55,0.44,0.77,0.42,0.1,0.2,0.86,0.91,1.0,1
870,1.0,1.0,0.53,0.62,0.32,0.21,0.44,0.4,0.85,0.75,0.09,0.78,0.1,0.94,0.86,0.59,0.67,0.68,0.52,0.66,1
871,0.16,0.92,0.92,0.28,0.3,0.24,0.75,0.8,0.8,0.77,0.02,0.63,0.95,0.1,0.66,0.82,0.03,0.07,0.71,0.62,0
872,0.99,0.62,0.48,0.17,0.14,0.24,0.75,0.89,0.16,0.63,0.97,0.31,0.79,0.65,0.73,0.88,0.5,0.87,0.01,0.59,1
873,0.95,0.99,0.62,0.31,0.27,0.26,0.93,0.76,1.0,0.92,0.34,0.88,0.32,0.27,0.35,0.94,0.36,0.9,0.45,0.05,0
874,0.83,0.33,0.1,0.34,0.82,0.78,0.18,0.41,0.97,0.87,0.74,0.24,0.51,0.57,0.81,0.55,0.92,0.83,0.79,0.39,1
875,0.53,0.26,0.42,0.82,0.22,0.57,0.22,0.14,0.12,0.88,0.07,0.74,0.03,0.73,0.33,0.47,0.92,0.0,0.77,0.13,0
876,0.93,0.44,0.57,0.4,0.4,0.02,0.11,0.17,0.47,0.92,0.64,0.39,0.23,0.4,0.76,0.35,0.17,0.97,0.37,0.63,1
877,0.99,0.0,0.25,0.31,0.32,0.14,0.4,0.42,0.99,0.21,0.67,0.3,0.67,0.42,0.33,0.99,0.41,0.11,0.64,0.86,1
878,0.46,0.21,0.99,0.67,0.1,0.48,0.8,0.27,0.57,0.32,0.08,0.69,0.24,0.35,0.55,0.97,0.82,0.93,0.46,0.39,1
879,0.83,1.0,0.01,0.97,0.49,0.05,0.63,0.28,0.78,0.19,0.19,0.12,0.77,0.27,0.06,0.01,0.2,0.71,0.63,0.14,0
880,0.22,0.26,0.28,0.79,0.77,0.15,0.71,0.37,0.52,0.58,0.07,0.46,0.8,0.26,0.18,0.6,0.69,0.7,0.03,0.93,0
881,0.93,0.38,0.72,0.16,0.78,0.83,0.01,0.19,0.32,0.98,0.71,0.23,0.31,0.08,0.94,0.52,0.14,0.31,0.85,0.46,1
882,0.94,0.0,0.68,0.4,0.8,0.66,0.69,0.44,0.42,0.04,0.16,0.86,0.28,0.75,0.13,0.35,0.35,0.52,0.42,0.98,0
883,0.94,0.26,0.71,0.1,0.7,0.58,0.67,0.54,0.29,0.86,0.66,0.46,0.45,0.4,0.45,0.28,0.74,0.19,0.44,0.82,1
884,0.31,0.45,0.75,0.64,0.62,0.28,0.9,0.92,0.76,0.33,0.19,0.76,0.98,0.4,0.18,0.02,0.41,0.18,0.97,0.87,1
885,0.34,0.11,0.24,0.85,0.01,0.85,0.95,0.0,0.92,0.95,0.18,0.2,0.0,0.69,0.58,0.19,0.2,0.24,0.27,0.73,0
886,0.39,0.88,0.41,0.15,0.77,0.47,0.8,0.17,0.91,0.12,0.1,0.68,0.49,0.94,0.74,0.36,0.23,0.5,0.2,0.23,0
887,0.97,0.18,0.96,0.38,0.77,0.1,0.63,0.69,0.28,0.64,0.07,0.96,0.71,0.82,0.52,0.38,0.54,0.39,0.5,0.58,1
888,0.39,0.46,0.28,0.33,0.24,0.89,0.29,0.43,0.89,1.0,0.37,0.15,0.35,0.96,0.14,0.73,0.75,0.0,0.25,0.17,0
889,0.92,0.22,0.07,0.53,0.33,0.95,0.02,0.16,0.03,0.05,0.03,0.67,0.09,0.16,0.76,0.88,0.74,0.81,0.37,0.95,0
890,0.92,0.05,0.56,0.89,0.07,0.66,0.87,0.33,0.86,0.9,0.2,0.16,0.5,0.2,0.63,0.29,0.38,0.21,0.51,0.1,0
891,0.71,0.13,0.25,0.07,0.48,0.97,0.07,0.76,0.53,0.84,0.0,0.28,0.13,0.11,0.96,0.5,0.35,0.41,0.17,0.02,1
892,0.82,0.91,0.07,0.36,0.39,0.33,0.11,0.04,0.78,0.95,0.57,0.61,0.52,0.19,0.32,0.37,0.31,0.02,0.99,0.82,1
893,0.62,0.59,0.46,0.89,0.82,0.94,0.2,0.12,0.0,0.26,0.03,0.08,0.02,0.28,0.08,0.69,0.83,0.91,0.28,0.39,0
894,0.4,1.0,0.16,0.73,0.75,0.52,0.73,0.47,0.37,0.53,0.11,0.61,0.5,0.61,0.28,0.78,0.64,0.88,0.99,0.87,1
895,0.41,0.92,0.51,0.61,0.05,0.24,0.93,0.28,0.84,0.6,0.27,0.62,0.92,0.15,0.22,0.41,0.56,0.15,0.43,0.95,1
896,0.46,0.15,0.67,0.98,0.76,0.55,0.74,0.69,0.24,0.32,0.28,0.07,0.17,0.02,0.49,0.23,0.26,0.66,0.92,0.41,1
897,0.86,0.54,0.69,0.34,0.62,0.31,0.42,0.53,0.54,0.71,0.48,0.17,0.23,0.75,0.64,0.52,0.94,0.11,0.64,0.02,1
898,0.52,0.48,0.01,0.09,0.29,0.49,0.65,0.69,0.75,0.78,0.5,0.43,0.83,0.77,0.67,0.53,0.42,0.77,0.32,0.36,1
899,0.57,0.4,0.23,0.23,0.26,0.33,0.45,0.94,0.66,0.04,0.02,0.1,0.69,0.03,0.7,0.05,0.93,0.89,0.0,0.01,1
900,0.99,0.13,0.53,0.94,0.58,0.76,0.26,0.23,0.56,0.82,0.55,0.06,0.69,0.56,0.65,0.06,0.29,0.11,0.24,0.73,1
901,0.94,0.61,0.94,0.25,0.55,0.67,0.7,0.6,0.17,0.07,0.22,0.62,0.82,0.44,0.53,0.85,0.91,0.14,0.28,0.31,1
902,0.68,0.46,0.19,0.91,0.28,0.9,0.4,0.26,0.87,0.94,0.5,0.72,0.48,0.76,0.51,0.36,0.49,0.72,0.41,0.68,1
903,0.56,0.8,0.34,0.68,0.46,0.57,0.87,0.35,0.97,0.64,0.07,0.7,0.65,0.82,0.72,0.68,0.83,0.54,0.38,0.02,1
904,0.98,0.14,0.43,0.27,0.4,0.55,0.17,0.84,0.06,0.98,0.03,0.7,0.72,0.28,0.69,0.51,0.63,0.99,0.55,0.44,0
905,0.35,0.16,0.9,0.69,0.26,0.34,0.61,0.93,0.42,0.44,0.08,0.85,0.07,0.02,0.97,0.94,0.09,0.34,0.62,0.74,0
906,0.47,0.72,0.83,0.22,0.34,0.45,0.93,0.53,0.28,0.24,0.22,0.67,0.07,0.07,0.71,0.8,0.94,1.0,0.61,0.67,1
907,0.63,0.23,0.17,0.49,0.7,0.61,0.1,0.62,0.59,0.96,0.48,0.02,0.24,0.53,0.87,0.56,0.31,0.03,0.06,0.99,1
908,0.78,0.77,0.97,0.65,0.1,0.69,0.99,0.69,0.36,0.45,0.4,0.27,0.38,0.98,0.74,0.72,0.61,0.25,0.75,0.56,1
909,0.77,0.72,0.03,0.9,0.86,0.92,0.39,0.35,0.68,0.84,0.71,0.58,0.51,0.54,0.97,0.5,0.82,0.55,0.01,0.01,1
910,0.44,0.48,0.2,0.13,0.4,0.84,0.54,0.72,0.91,0.33,0.29,0.49,0.12,0.34,0.37,0.67,0.82,0.19,0.69,0.92,1
911,0.97,0.55,0.25,0.51,0.24,0.17,0.75,0.73,0.51,0.77,0.13,0.91,0.02,0.43,0.01,0.43,0.26,0.01,0.74,0.32,1
912,0.57,0.01,0.2,0.32,0.9,0.8,0.1,0.79,0.31,0.94,0.22,0.28,0.41,0.41,0.46,0.64,0.38,0.05,0.92,0.28,0
913,0.69,0.36,0.69,0.37,0.99,1.0,0.63,0.25,0.14,0.89,0.45,0.92,0.2,0.26,0.75,0.34,0.2,0.92,0.3,0.8,0
914,0.9,0.99,0.11,0.53,0.91,0.86,0.95,0.53,0.46,0.25,0.38,0.75,0.6,0.66,0.13,0.97,0.67,0.35,0.99,0.16,0
915,0.45,0.34,0.16,0.63,0.65,0.83,0.09,0.28,0.71,0.24,0.02,0.77,0.99,0.79,0.24,0.76,0.7,0.48,0.46,0.48,1
916,0.6,0.3,0.58,0.38,0.75,0.5,0.23,0.81,0.95,0.02,0.4,0.63,0.75,0.7,0.05,0.29,0.86,0.37,0.15,0.01,0
917,0.46,0.35,0.18,0.33,0.15,0.61,0.19,0.36,0.22,0.89,0.26,0.15,0.95,0.44,0.07,0.19,0.64,0.34,0.16,0.0,1
918,0.91,0.88,0.38,0.38,0.28,0.66,0.69,0.49,0.51,0.95,0.37,0.32,0.86,0.04,0.27,0.08,0.49,0.75,0.28,0.86,0
919,0.57,0.56,0.32,0.25,0.59,0.58,0.13,0.99,0.41,0.47,0.3,0.01,0.92,0.41,0.09,0.4,0.14,0.2,0.12,0.04,0
920,0.78,0.19,0.38,0.41,0.95,0.45,0.2,0.31,0.82,0.84,0.39,0.44,0.26,0.46,0.67,0.88,0.48,0.99,0.7,0.88,1
921,0.67,0.2,0.25,0.7,0.44,0.52,0.33,0.04,0.08,0.54,0.65,0.3,0.37,0.07,0.94,0.01,0.05,0.14,0.42,0.24,1
922,0.74,0.98,0.57,0.62,0.58,0.96,0.9,0.45,0.86,0.8,0.63,0.05,0.18,0.12,0.15,0.21,0.53,0.77,0.19,0.09,0
923,0.54,0.74,0.05,0.74,0.45,0.4,0.11,0.95,0.12,0.96,0.24,0.5,0.6,0.77,0.39,0.57,0.24,0.03,0.81,0.49,0
924,0.14,0.28,0.63,0.89,0.63,0.34,0.58,0.52,0.99,0.62,0.08,0.29,0.31,0.49,0.4,0.24,0.92,0.45,0.26,0.26,1
925,0.24,0.35,0.7,0.68,0.7,0.38,0.58,0.37,0.16,0.8,0.21,0.61,0.26,0.15,0.55,0.25,0.29,0.75,0.03,0.61,1
926,0.87,0.93,0.99,0.58,0.22,0.6,0.14,0.3,0.95,0.92,0.76,0.85,0.4,0.37,0.39,0.39,0.82,0.09,0.77,0.59,1
927,0.85,0.61,0.81,0.47,0.81,0.58,0.55,0.0,0.52,0.8,0.13,0.06,0.66,0.61,0.11,0.63,0.37,0.1,0.97,0.59,0
928,0.36,0.87,0.64,0.05,0.54,0.71,0.72,0.17,0.44,0.66,0.16,0.64,0.73,0.82,0.54,0.66,0.68,0.04,0.6,0.15,1
929,0.99,0.23,0.29,0.35,0.58,0.48,0.63,0.52,0.89,0.81,0.29,0.84,0.56,0.95,0.07,0.88,0.27,0.76,0.41,0.41,0
930,0.47,0.56,0.85,0.97,0.3,0.92,0.26,0.8,0.82,0.19,0.0,0.41,0.15,0.43,0.59,0.83,0.29,0.76,0.83,0.01,1
931,0.7,0.04,0.61,0.05,0.84,0.51,0.96,0.89,0.05,0.04,0.69,0.45,0.8,0.97,0.6,0.33,0.11,0.78,0.46,0.96,0
932,0.91,0.24,0.45,0.57,0.16,0.41,0.68,0.39,0.53,0.99,0.07,0.48,0.08,0.05,0.28,0.93,0.18,0.14,0.36,0.58,0
933,0.85,0.73,0.63,0.11,0.5,0.11,0.58,0.28,0.78,0.0,0.12,0.49,0.8,0.74,0.31,0.11,0.91,0.09,0.73,0.82,0
934,0.72,0.03,0.45,0.96,0.9,0.55,0.49,0.34,0.57,0.25,0.72,0.19,0.77,0.55,0.74,0.4,0.33,0.22,0.28,0.51,1
935,0.95,0.52,0.02,0.76,0.46,0.82,0.08,0.16,0.82,0.85,0.26,0.44,0.0,0.58,0.61,0.67,0.52,0.4,0.2,0.35,1
936,0.82,0.38,0.86,0.37,0.73,0.31,0.1,0.5,0.47,0.85,0.57,0.54,0.75,0.95,0.98,0.32,0.3,0.9,0.57,0.02,1
937,0.79,0.25,0.88,0.11,0.81,0.62,0.34,0.42,0.64,0.05,0.45,0.97,0.58,0.16,0.54,0.74,0.26,0.61,0.55,0.44,1
938,0.85,0.19,0.11,0.9,0.72,0.7,0.06,0.66,0.59,0.18,0.35,0.49,0.2,0.2,0.81,0.94,0.58,0.87,0.15,0.29,1
939,0.69,0.47,0.1,0.08,0.54,0.81,0.12,0.88,0.28,0.33,0.57,0.56,0.25,0.34,0.61,0.28,0.92,0.28,0.0,0.84,0
940,0.98,0.64,0.72,0.33,0.29,0.83,0.46,0.88,0.3,0.28,0.19,0.99,0.31,0.79,0.65,0.46,0.56,0.7,0.2,0.6,1
941,0.37,0.46,0.55,0.86,0.96,0.71,0.16,0.33,0.41,0.15,0.34,0.32,0.52,0.93,0.89,0.3,0.24,0.48,0.56,0.15,1
942,0.12,0.33,0.11,0.25,0.55,0.19,0.21,0.25,0.14,0.64,0.01,0.56,0.3,0.6,0.71,0.43,0.03,0.14,0.02,0.35,1
943,0.57,0.54,0.49,0.46,0.91,1.0,0.01,0.04,0.71,0.55,0.43,0.62,0.31,0.48,0.25,0.23,0.12,0.73,0.67,0.01,0
944,0.98,0.05,0.53,0.82,0.6,0.26,0.3,0.64,0.06,0.11,0.33,0.99,0.71,0.63,0.96,0.88,0.34,0.34,0.08,0.44,0
945,0.36,0.41,0.25,0.02,0.71,0.78,0.86,0.9,0.09,0.61,0.07,0.66,0.34,0.68,0.36,0.33,0.07,0.25,0.66,0.41,0
946,0.93,0.52,0.65,0.19,0.48,0.47,0.54,0.49,0.54,0.04,0.51,0.92,0.12,0.36,0.31,0.01,0.39,0.52,0.17,0.36,1
947,0.96,0.88,1.0,0.93,0.68,0.94,0.41,0.37,0.49,0.05,0.1,0.3,0.92,0.45,0.75,0.18,0.91,0.23,0.53,0.99,0
948,0.99,0.85,0.61,0.05,0.68,0.2,0.2,0.55,0.39,0.21,0.16,0.74,0.06,0.66,0.89,0.05,0.23,1.0,0.98,0.19,0
949,0.55,0.74,0.91,0.7,0.18,0.1,0.51,0.07,0.18,0.24,0.48,0.19,0.62,0.63,0.91,1.0,0.01,0.0,0.02,0.94,0
950,0.95,0.23,1.0,0.17,0.41,0.16,0.99,0.52,0.96,0.31,0.68,0.8,0.81,0.1,0.68,0.34,0.94,0.61,0.35,0.85,0
951,0.81,0.56,0.84,0.69,0.43,0.62,0.24,0.44,0.43,0.93,0.54,0.06,0.6,0.33,0.71,0.13,0.29,0.12,0.49,0.53,1
952,0.89,0.25,0.92,0.73,0.2,0.25,0.6,0.0,0.45,0.73,0.07,0.12,0.94,0.79,0.99,0.67,0.94,0.72,0.69,0.76,0
953,0.81,0.34,0.0,0.08,0.86,0.95,0.3,0.23,0.46,0.97,0.45,0.83,0.82,0.72,0.41,0.4,0.26,0.21,0.13,0.31,0
954,0.36,0.47,0.06,0.38,0.53,0.8,0.17,0.8,0.02,0.31,0.01,0.67,0.72,0.84,0.52,0.77,0.84,0.88,0.45,0.0,1
955,0.97,0.28,0.1,0.48,0.41,0.53,0.27,0.38,0.04,0.93,0.8,0.85,0.34,0.82,0.27,0.85,0.9,0.02,0.44,0.23,0
956,0.67,0.41,0.85,0.44,0.35,0.82,0.19,0.53,0.84,0.34,0.3,0.39,0.54,0.71,0.02,0.78,0.22,0.85,0.8,0.51,1
957,0.32,0.92,0.49,0.87,0.78,0.15,0.63,0.21,0.68,0.95,0.03,0.59,0.87,0.21,0.39,0.01,0.55,0.8,0.56,0.12,0
958,0.7,0.08,0.61,0.69,0.0,0.66,0.89,0.55,0.68,0.01,0.08,0.68,0.43,0.18,0.89,0.12,0.58,0.27,0.06,0.12,0
959,0.39,0.0,0.23,0.47,0.62,0.88,0.26,0.83,0.9,0.87,0.32,0.24,0.89,0.91,0.11,0.47,0.73,0.47,0.53,0.66,1
960,0.21,0.02,0.69,0.29,0.62,0.61,0.5,0.66,0.09,0.5,0.14,0.62,1.0,0.39,0.24,0.86,0.12,0.95,0.86,0.22,1
961,0.85,0.6,0.8,0.31,0.24,0.19,0.46,0.85,0.95,0.69,0.23,0.37,0.81,0.23,0.38,0.32,0.21,0.36,0.6,0.81,1
962,0.8,0.68,0.7,0.12,0.69,1.0,0.17,0.71,0.09,0.24,0.62,0.42,0.78,0.04,0.09,0.92,0.91,0.78,0.99,0.66,0
963,0.7,0.07,0.61,0.84,0.13,0.63,0.78,0.79,0.01,0.77,0.21,0.89,0.43,0.71,0.29,0.0,0.69,0.91,0.01,0.94,1
964,0.99,0.5,0.36,0.45,0.44,0.31,0.32,1.0,0.61,0.95,0.4,0.67,0.37,0.82,0.54,0.33,0.28,0.5,0.06,0.6,1
965,0.97,0.99,0.03,0.02,0.3,0.32,0.92,0.57,0.26,0.97,0.08,0.94,0.44,0.63,0.27,0.86,0.53,0.48,0.89,0.17,0
966,0.98,0.03,0.13,0.32,0.75,0.42,0.7,0.55,0.99,0.23,0.46,0.28,0.24,0.93,0.61,0.42,0.68,0.91,0.22,0.56,0
967,0.52,0.93,0.62,0.23,0.77,0.83,0.95,0.98,0.57,0.19,0.5,0.64,0.29,0.74,0.27,0.31,0.64,0.71,0.04,0.01,0
968,0.79,0.03,0.69,0.6,0.55,0.56,0.84,0.08,0.69,0.05,0.49,0.89,0.06,0.86,0.5,0.25,0.06,0.6,0.51,0.63,0
969,0.76,0.32,0.79,0.86,0.18,0.36,0.52,0.71,0.0,0.22,0.12,0.41,0.34,0.76,0.44,0.95,0.45,0.35,0.7,0.45,0
970,0.82,0.83,0.77,0.18,0.8,0.56,0.27,0.6,0.96,0.68,0.21,0.92,0.11,0.24,0.38,0.16,0.7,0.64,0.09,0.48,0
971,0.83,0.36,0.79,0.34,0.78,0.3,0.77,0.59,0.61,0.31,0.52,0.82,0.63,0.46,0.06,1.0,0.97,0.91,0.87,0.83,0
972,0.23,0.77,0.57,0.25,0.28,0.09,0.0,0.74,0.4,0.7,0.08,0.48,0.75,0.38,0.36,0.19,0.42,0.35,0.94,0.34,1
973,0.36,0.22,0.01,0.51,0.97,0.69,0.01,0.91,0.76,0.77,0.04,0.69,0.07,0.83,0.56,0.81,0.71,0.04,0.0,0.28,0
974,0.48,0.36,0.92,0.71,0.33,0.88,0.82,0.29,0.79,0.96,0.35,0.35,0.27,0.1,0.13,0.69,0.62,0.15,0.28,0.99,0
975,0.9,0.58,0.61,0.65,0.1,0.68,0.04,0.39,0.94,0.35,0.37,0.89,0.02,0.78,0.48,0.09,0.77,0.92,0.27,0.89,0
976,0.54,0.54,0.2,0.52,0.84,0.59,0.12,0.09,0.98,0.77,0.07,0.73,0.38,0.88,0.52,0.78,0.88,0.35,0.68,0.91,1
977,0.55,1.0,0.19,0.32,0.02,0.75,0.8,0.88,0.47,0.04,0.24,0.37,0.85,0.75,0.98,0.6,0.54,0.83,0.14,0.74,0
978,0.37,0.34,0.48,0.55,0.7,0.11,0.02,0.84,0.43,0.17,0.27,0.55,0.45,0.12,0.92,0.52,0.55,0.09,0.18,0.7,0
979,0.77,0.56,0.01,0.62,0.03,0.83,0.9,0.81,0.54,0.74,0.46,0.03,0.82,0.67,0.95,0.29,0.23,0.08,0.58,0.23,0
980,0.82,0.13,0.95,0.23,0.75,0.69,0.81,0.52,0.0,0.83,0.44,0.07,0.45,0.05,0.36,0.22,0.52,0.59,0.34,0.96,1
981,0.81,0.25,0.79,0.63,0.38,0.92,0.53,0.53,0.83,0.59,0.12,0.91,0.53,0.82,0.47,0.21,0.65,0.23,0.12,0.92,0
982,0.89,0.66,0.91,0.73,0.6,0.88,0.48,0.38,0.69,0.6,0.76,0.27,0.49,0.21,0.9,0.56,0.22,0.23,0.94,0.35,1
983,0.46,0.84,0.12,0.48,0.86,0.12,0.47,0.79,0.07,0.27,0.18,0.77,0.3,0.46,0.2,0.37,0.81,0.73,0.37,0.82,1
984,0.75,0.08,0.0,0.66,0.55,0.06,0.19,0.8,0.43,0.44,0.08,0.71,0.77,0.69,0.62,0.46,0.41,0.94,0.07,0.07,0
985,0.31,1.0,0.97,0.95,0.84,0.47,0.52,0.32,0.34,0.74,0.04,0.2,0.17,0.98,0.0,0.17,0.95,0.0,0.52,0.46,0
986,0.78,0.28,0.03,0.77,0.53,0.04,0.55,0.92,0.41,0.12,0.67,0.97,0.52,0.44,0.38,0.39,0.03,0.11,0.12,0.63,0
987,0.26,0.79,0.6,0.51,0.09,0.38,0.89,0.54,0.58,0.4,0.21,0.87,0.89,0.95,0.1,0.14,0.24,0.31,0.96,0.92,1
988,0.96,0.33,0.93,0.28,0.51,0.75,0.94,0.12,0.81,0.16,0.06,0.73,0.71,0.65,0.32,0.97,0.52,0.59,0.85,0.3,1
